ID,gForceX,gForceY,gForceZ,rotX,rotY,rotZ,rawWeight
850,0.37,0.87,-0.06,-55.39,2.87,0.51,30358
851,0.34,0.88,-0.07,-55.4,3.14,0.05,30277
852,0.39,0.87,-0.06,-55.69,2.93,-0.24,30281
853,0.35,0.9,-0.07,-54.79,2.61,0.66,30363
854,0.36,0.86,-0.07,-54.82,2.65,0.19,30263
855,0.36,0.9,-0.08,-55.38,2.41,0.15,30245
856,0.37,0.86,-0.06,-55.46,2.81,0.47,30227
857,0.37,0.92,-0.07,-55.2,2.69,-0.61,30288
858,0.35,0.87,-0.05,-55.46,3.25,0.5,30304
859,0.36,0.89,-0.07,-55.52,3.05,-0.34,30323
860,0.36,0.89,-0.07,-55.44,2.87,-0.4,30286
861,0.4,0.87,-0.07,-55.43,2.73,0.4,30258
862,0.38,0.89,-0.04,-55.38,2.9,-0.65,30301
863,0.35,0.86,-0.06,-55.69,2.56,0.26,30322
864,0.38,0.86,-0.05,-55.64,3.15,0.36,30284
865,0.37,0.87,-0.06,-54.95,2.41,0.39,30266
866,0.34,0.88,-0.06,-55.24,2.56,0.15,30335
867,0.36,0.88,-0.06,-55.65,3.01,0.57,30380
868,0.37,0.87,-0.07,-55.14,2.69,0.64,30349
869,0.35,0.89,-0.06,-56.03,2.82,0.13,30369
870,0.37,0.85,-0.09,-55.19,2.26,0.4,30495
871,0.36,0.87,-0.07,-55.16,2.61,0.69,30429
872,0.38,0.86,-0.06,-55.5,2.77,0.52,30384
873,0.36,0.85,-0.09,-54.98,2.36,0.49,30409
874,0.36,0.89,-0.07,-55.75,2.97,-0.09,30414
875,0.37,0.92,-0.05,-55.26,3.02,0.18,30410
876,0.38,0.87,-0.07,-55.76,2.69,0.47,30387
877,0.33,0.87,-0.07,-55.05,3.24,0.31,30316
878,0.37,0.88,-0.07,-55.29,2.72,0.85,30318
879,0.37,0.89,-0.04,-55.7,3.18,0.76,30315
880,0.37,0.88,-0.05,-55.3,3.18,0.9,30355
881,0.35,0.88,-0.05,-55.47,3.16,-0.27,30363
882,0.36,0.86,-0.05,-55.46,3.04,1.71,30369
883,0.36,0.88,-0.07,-55.46,2.64,0.23,30345
884,0.37,0.87,-0.06,-55.63,2.81,0.42,30362
885,0.35,0.88,-0.09,-55.14,2.29,-0.08,30435
886,0.37,0.89,-0.05,-55.51,2.82,-0.04,30431
887,0.37,0.9,-0.05,-55.3,2.86,-0.38,30400
888,0.37,0.89,-0.08,-55.35,2.6,0.24,30433
889,0.37,0.89,-0.04,-55.27,2.98,0.46,30418
890,0.37,0.87,-0.06,-55.15,2.68,1.11,30452
891,0.36,0.87,-0.04,-55.05,3.02,0.27,30424
892,0.37,0.88,-0.06,-55.54,2.55,-0.14,30378
893,0.36,0.86,-0.06,-54.97,2.79,1.02,30360
894,0.37,0.89,-0.05,-55.27,2.85,0.07,30386
895,0.34,0.88,-0.07,-55.42,2.66,0.21,30408
